target,뜻,기존레벨,제안레벨,변경,zipf,토큰,판정근거,검토필요
포스트시즌,정규 시즌이 끝난 뒤 우승 팀을 가리기 위해 벌이는 경기 방식,2,2,,4.30,포스트+시즌,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(포스트+시즌),
포용성,나와 다른 가치나 사람을 너그럽게 품어 안아주는 부드러운 성질,3,3,,3.34,포용+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(포용+성),
포함,어떤 사물이나 현상 가운데 함께 들어 있거나 함께 넣음,1,1,,5.39,포함,zipf 5.39 — 익숙,
포효,짐승이 크게 울부짖음 또는 기세 좋게 크게 외침,2,2,,3.13,포효,zipf 3.13 — 보통,
학위,대학이나 대학원에서 일정한 과정을 마친 사람에게 주는 자격,2,2,,4.38,학위,zipf 4.38 — 보통,
한계,사물이나 현상이 더 이상 나아갈 수 없는 끝.,2,2,,4.40,한계,zipf 4.40 — 보통,
한정,수량이나 범위 따위를 제한하여 정함. 또는 그런 한도,1,1,,4.60,한정,zipf 4.60 — 익숙,
할당,각자의 몫을 갈라 나눔,2,2,,3.95,할당,zipf 3.95 — 보통,
합리성,이치와 논리에 어긋나지 않고 타당한 성질,2,2,,4.20,합리+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(합리+성),
합리화,자신의 비겁한 행동이나 선택에 그럴듯한 이유를 대어 정당하게 만듦,2,2,,4.20,합리+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(합리+화),
합병,"둘 이상의 기구나 단체, 나라 따위가 하나로",2,2,,4.16,합병,zipf 4.16 — 보통,
합성,둘 이상의 것을 합쳐서 하나를 이룸,1,1,,4.52,합성,zipf 4.52 — 익숙,
항목,법률이나 규정 따위의 낱낱의 조항이나 목.,1,1,,4.57,항목,zipf 4.57 — 익숙,
항소,하급 법원의 판결에 불복하여 상급 법원에 다시 재판을 청구하는 일,2,2,,3.67,항소,zipf 3.67 — 보통,
해당,(주로 다른 명사 앞에 쓰여) 무엇에 관계되는 바로 그것,1,1,,5.17,해당,zipf 5.17 — 익숙,
핵심적,사물의 본질이나 가장 중심이 되는 것,1,1,,4.52,핵심+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(핵심+적),
행보,어떤 목적을 이루기 위해 취하는 태도나 방향,2,2,,3.93,행보,zipf 3.93 — 보통,
행사,부려서 씀,1,1,,4.97,행사,zipf 4.97 — 익숙,
행위성,상황의 지배에 머물지 않고 능동적으로 선택하고 실천하는 힘,3,3,,4.96,행위+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(행위+성),
허무,사물이나 존재의 가치를 찾지 못하여 마음속이 텅 비고 덧없음,2,2,,3.61,허무,zipf 3.61 — 보통,
허탈,몸에 기운이 빠지고 정신이 멍함. 또는 그런 상태,2,2,,3.12,허탈,zipf 3.12 — 보통,
허황하다,헛되고 황당하며 미덥지 못하다,2,2,,0.00,허황+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(허황+하+다),
혁신,"묵은 풍속, 관습, 조직, 방법 따위를 완전히 바꾸어서 새롭게 함",2,2,,4.43,혁신,zipf 4.43 — 보통,
현상,겉으로 나타나는 직접적이고 감각적인 사실이나 모습,1,1,,4.80,현상,zipf 4.80 — 익숙,
현학적,학식이 있음을 자랑하는. 또는 그런 것,2,2,,0.00,현학+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(현학+적),
혐오,싫어하고 미워함,2,2,,4.18,혐오,zipf 4.18 — 보통,
협력,힘을 합하여 서로 도움,1,1,,4.82,협력,zipf 4.82 — 익숙,
형성,어떤 형상을 이룸,1,1,,4.82,형성,zipf 4.82 — 익숙,
형이상학,사물의 본질과 존재의 근본 원리를 사유와 직관으로 탐구하는 학문,3,3,,0.00,형이상학,빈도표에 없음 → 매우 드묾,
호투,야구에서 투수가 공을 잘 던짐.,2,2,,3.05,호투,zipf 3.05 — 보통,
호평,좋은 평가나 칭찬.,2,2,,3.93,호평,zipf 3.93 — 보통,
호혜성,서로 특별한 혜택이나 호의를 주고받는 성질,2,2,,0.00,호혜+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(호혜+성),
홀가분하다,거추장스럽지 아니하고 가볍고 편안하다,1,1,,0.00,홀가분+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(홀가분+하+다),
확산,흩어져 널리 퍼짐,2,2,,4.34,확산,zipf 4.34 — 보통,
환경,생물에게 직접·간접으로 영향을 주는 자연적 조건,1,1,,4.99,환경,zipf 4.99 — 익숙,
환류,결과가 다시 원인에 영향을 미쳐 변화를 일으키는 작용이나 과정,3,3,,0.00,환류,빈도표에 없음 → 매우 드묾,
환멸,꿈이나 기대나 환상이 깨어짐. 또는 그때 느끼는 괴롭고도 속절없는 마음,2,2,,3.19,환멸,zipf 3.19 — 보통,
환희,매우 기뻐함. 또는 큰 기쁨,2,2,,3.51,환희,zipf 3.51 — 보통,
활성화,기능이 활발해짐. 또는 활발하게 함,1,1,,4.43,활성+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(활성+화),
활용,충분히 잘 이용함,1,1,,4.71,활용,zipf 4.71 — 익숙,
황홀,어떤 사물에 마음이나 시선이 혹하여 달뜸. 또는 눈이 부시어 어릿어릿할 ,2,2,,3.69,황홀,zipf 3.69 — 보통,
회의적,어떤 일에 의심을 품는. 또는 그런 것,2,2,,4.99,회의+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(회의+적),
획일적,모두가 똑같아서 다름이 없음,2,2,,0.00,획일+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(획일+적),
효과,어떤 목적을 지닌 행위에 의하여 나타나는 보람,1,1,,5.05,효과,zipf 5.05 — 익숙,
효율,들인 노력과 얻은 결과의 비율.,2,2,,4.43,효율,zipf 4.43 — 보통,
후련하다,답답하거나 갑갑하여 언짢던 것이 풀려 마음이 시원하다,1,1,,3.17,후련+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(후련+하+다),
후회,이전의 잘못을 깨닫고 뉘우침,1,1,,4.60,후회,zipf 4.60 — 익숙,
흐뭇하다,마음에 흡족하여 매우 만족스럽다,1,1,,3.34,흐뭇+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(흐뭇+하+다),
흥미,흥을 느끼는 재미,1,1,,4.65,흥미,zipf 4.65 — 익숙,
희소성,인간의 욕망에 비해 자원이나 대상의 존재량이 극히 드물고 적음,3,3,,0.00,희소성,빈도표에 없음 → 매우 드묾,
희열,기쁨과 즐거움. 또는 기뻐하고 즐거워함,2,2,,3.15,희열,zipf 3.15 — 보통,
